Plot BID,PWS TYPE,SEASON,FIELD,SET,ABSR,ABSC,Entry#,COMMENT,IsDeactivated,DeactivationReason,FieldDataSource,PlotNumber,CUSR,DISTANCE,HDIR,HDT,HID,HSIDE,HWT_lbs,Latitude,Longitude,MST,TWT
P00000000879556058866544,YT,2019:10,NEMH:WMH1,NWB_24E03,22,18,18,,F,,SCAN MASTER,,KSTRA9,17.50,U,7/17/2020 3:49:55 PM,US-BR-CO-R2-G-1798,2,4.123,42.146533,-102.928560,10.340,58.577
P00000000879556058866545,YT,2019:10,NEMH:WMH1,NWB_24E03,25,17,19,,F,,SCAN MASTER,,KSTRA9,19.31,U,7/17/2020 3:51:21 PM,US-BR-CO-R2-G-1798,1,4.861,42.146390,-102.928459,8.980,57.567
P00000000879556058866546,YT,2019:10,NEMH:WMH1,NWB_24E03,25,21,20,,F,,SCAN MASTER,,KSTRA9,21.37,U,7/17/2020 5:34:50 PM,US-BR-CO-R2-G-1798,1,4.718,42.146422,-102.928552,9.490,58.500
P00000000879556058866547,YT,2019:10,NEMH:WMH1,NWB_24E03,20,28,21,,F,,SCAN MASTER,,KSTRA9,18.10,D,7/17/2020 4:14:46 PM,US-BR-CO-R2-G-1798,1,4.916,42.146551,-102.928782,11.260,59.898
P00000000879556058866548,YT,2019:10,NEMH:WMH1,NWB_24E03,19,26,22,,F,,SCAN MASTER,,KSTRA9,18.68,D,7/17/2020 5:09:54 PM,US-BR-CO-R2-G-1798,1,4.420,42.146633,-102.928769,9.150,57.878
P00000000879556058866549,YT,2019:10,NEMH:WMH1,NWB_24E03,21,25,23,,F,,SCAN MASTER,,KSTRA9,20.24,D,7/17/2020 5:08:58 PM,US-BR-CO-R2-G-1798,2,4.927,42.146534,-102.928695,11.090,60.908
P00000000879556058866550,YT,2019:10,NEMH:WMH1,NWB_24E03,22,20,24,,F,,SCAN MASTER,,KSTRA9,19.07,U,7/17/2020 4:33:17 PM,US-BR-CO-R2-G-1798,2,4.608,42.146530,-102.928595,12.410,60.986
P00000000879556058866551,YT,2019:10,NEMH:WMH1,NWB_24E03,24,19,25,,F,,SCAN MASTER,,KSTRA9,20.74,U,7/17/2020 4:34:13 PM,US-BR-CO-R2-G-1798,1,3.538,42.146432,-102.928521,10.750,59.354
P00000000879556058866552,YT,2019:10,NEMH:WMH1,NWB_24E03,19,24,26,,F,,SCAN MASTER,,KSTRA9,15.49,D,7/17/2020 5:54:00 PM,US-BR-CO-R2-G-1798,1,4.630,42.146630,-102.928711,7.780,55.858
P00000000879556058866553,YT,2019:10,NEMH:WMH1,NWB_24E03,24,27,27,,F,,SCAN MASTER,,KSTRA9,18.55,D,7/17/2020 4:12:51 PM,US-BR-CO-R2-G-1798,2,4.982,42.146370,-102.928626,9.680,58.111
P00000000879556058866554,YT,2019:10,NEMH:WMH1,NWB_24E03,24,26,28,,F,,SCAN MASTER,,KSTRA9,23.20,D,7/17/2020 5:07:33 PM,US-BR-CO-R2-G-1798,1,5.049,42.146397,-102.928590,9.550,59.976
P00000000879556058866555,YT,2019:10,NEMH:WMH1,NWB_24E03,23,24,29,,F,,SCAN MASTER,,KSTRA9,17.79,D,7/17/2020 5:52:09 PM,US-BR-CO-R2-G-1798,1,4.090,42.146443,-102.928566,9.120,57.567
P00000000879556058866556,YT,2019:10,NEMH:WMH1,NWB_24E03,22,23,30,,F,,SCAN MASTER,,KSTRA9,22.88,D,7/17/2020 5:52:36 PM,US-BR-CO-R2-G-1798,2,4.564,42.146501,-102.928606,9.090,57.723
P00000000879556058866557,YT,2019:10,NEMH:WMH1,NWB_24E03,22,25,31,,F,,SCAN MASTER,,KSTRA9,20.14,D,7/17/2020 5:08:29 PM,US-BR-CO-R2-G-1798,2,4.773,42.146483,-102.928665,9.600,58.577
P00000000879556058866559,YT,2019:10,NEMH:WMH1,NWB_24E03,24,24,33,,F,,SCAN MASTER,,KSTRA9,23.30,D,7/17/2020 5:51:42 PM,US-BR-CO-R2-G-1798,1,4.861,42.146405,-102.928527,8.380,56.557
P00000000879556058866561,YT,2019:10,NEMH:WMH1,NWB_24E03,21,24,35,,F,,SCAN MASTER,,KSTRA9,18.80,D,7/17/2020 5:53:06 PM,US-BR-CO-R2-G-1798,1,4.817,42.146543,-102.928642,9.720,59.432
P00000000879556058866562,YT,2019:10,NEMH:WMH1,NWB_24E03,22,28,36,,F,,SCAN MASTER,,KSTRA9,18.74,D,7/17/2020 4:13:47 PM,US-BR-CO-R2-G-1798,1,4.795,42.146463,-102.928705,8.840,57.334
P00000000879556058866563,YT,2019:10,NEMH:WMH1,NWB_24E03,26,26,37,,F,,SCAN MASTER,,KSTRA9,22.06,D,7/17/2020 5:06:34 PM,US-BR-CO-R2-G-1798,1,5.666,42.146305,-102.928504,8.660,57.257
P00000000879556058866564,YT,2019:10,NEMH:WMH1,NWB_24E03,24,28,38,,F,,SCAN MASTER,,KSTRA9,18.55,D,7/17/2020 4:12:51 PM,US-BR-CO-R2-G-1798,1,4.971,42.146370,-102.928626,7.330,55.703
P00000000879556058866565,YT,2019:10,NEMH:WMH1,NWB_24E03,26,23,39,,F,,SCAN MASTER,,KSTRA9,16.86,D,7/17/2020 5:50:46 PM,US-BR-CO-R2-G-1798,2,5.236,42.146302,-102.928457,10.910,60.442
P00000000879556058866566,YT,2019:10,NEMH:WMH1,NWB_24E03,22,24,40,,F,,SCAN MASTER,,KSTRA9,22.88,D,7/17/2020 5:52:36 PM,US-BR-CO-R2-G-1798,1,4.012,42.146501,-102.928606,8.220,56.402
P00000000879556058866567,YT,2019:10,NEMH:WMH1,NWB_24E03,23,26,41,,F,,SCAN MASTER,,KSTRA9,17.51,D,7/17/2020 5:08:01 PM,US-BR-CO-R2-G-1798,1,4.475,42.146435,-102.928630,9.520,58.966
P00000000879556058866568,YT,2019:10,NEMH:WMH1,NWB_24E03,23,23,42,,F,,SCAN MASTER,,KSTRA9,17.79,D,7/17/2020 5:52:09 PM,US-BR-CO-R2-G-1798,2,4.034,42.146443,-102.928566,8.020,55.392
P00000000879556058866569,YT,2019:10,NEMH:WMH1,NWB_24E03,24,25,43,,F,,SCAN MASTER,,KSTRA9,23.20,D,7/17/2020 5:07:33 PM,US-BR-CO-R2-G-1798,2,5.049,42.146397,-102.928590,9.050,57.257
P00000000879556058866570,YT,2019:10,NEMH:WMH1,NWB_24E03,20,18,44,,F,,SCAN MASTER,,KSTRA9,20.92,U,7/17/2020 3:48:55 PM,US-BR-CO-R2-G-1798,2,4.486,42.146624,-102.928634,10.280,57.490
P00000000879556058866571,YT,2019:10,NEMH:WMH1,NWB_24E03,25,19,45,,F,,SCAN MASTER,,KSTRA9,21.38,U,7/17/2020 4:34:40 PM,US-BR-CO-R2-G-1798,1,4.387,42.146380,-102.928485,9.420,57.490
P00000000879556058866572,YT,2019:10,NEMH:WMH1,NWB_24E03,20,21,46,,F,,SCAN MASTER,,KSTRA9,20.30,U,7/17/2020 5:31:47 PM,US-BR-CO-R2-G-1798,1,5.016,42.146612,-102.928707,9.930,59.044
P00000000879556058866573,YT,2019:10,NEMH:WMH1,NWB_24E03,25,22,47,,F,,SCAN MASTER,,KSTRA9,21.37,U,7/17/2020 5:34:50 PM,US-BR-CO-R2-G-1798,2,4.916,42.146422,-102.928552,9.680,58.733
P00000000879556058866574,YT,2019:10,NEMH:WMH1,NWB_24E03,19,23,48,,F,,SCAN MASTER,,KSTRA9,15.49,D,7/17/2020 5:54:00 PM,US-BR-CO-R2-G-1798,2,4.586,42.146630,-102.928711,8.360,55.625
P00000000879556058866575,YT,2019:10,NEMH:WMH1,NWB_24E03,20,25,49,,F,,SCAN MASTER,,KSTRA9,22.46,D,7/17/2020 5:09:26 PM,US-BR-CO-R2-G-1798,2,4.927,42.146587,-102.928737,10.350,59.820
P00000000879556058866576,YT,2019:10,NEMH:WMH1,NWB_24E03,25,28,50,,F,,SCAN MASTER,,KSTRA9,18.55,D,7/17/2020 4:12:22 PM,US-BR-CO-R2-G-1798,1,4.938,42.146323,-102.928598,9.230,57.645
P00000000879556058866577,YT,2019:10,NEMH:WMH1,NWB_24E03,24,21,51,,F,,SCAN MASTER,,KSTRA9,20.98,U,7/17/2020 5:33:48 PM,US-BR-CO-R2-G-1798,1,4.861,42.146421,-102.928554,9.600,58.577
P00000000879556058866578,YT,2019:10,NEMH:WMH1,NWB_24E03,21,28,52,,F,,SCAN MASTER,,KSTRA9,20.66,D,7/17/2020 4:14:15 PM,US-BR-CO-R2-G-1798,1,4.001,42.146513,-102.928740,7.190,52.906
P00000000879556058866579,YT,2019:10,NEMH:WMH1,NWB_24E03,23,28,53,,F,,SCAN MASTER,,KSTRA9,21.72,D,7/17/2020 4:13:20 PM,US-BR-CO-R2-G-1798,1,4.497,42.146422,-102.928663,10.090,59.665
P00000000879556058866580,YT,2019:10,NEMH:WMH1,NWB_24E03,20,24,54,,F,,SCAN MASTER,,KSTRA9,20.74,D,7/17/2020 5:53:33 PM,US-BR-CO-R2-G-1798,1,4.420,42.146593,-102.928677,9.170,58.344
P00000000879556058866581,YT,2019:10,NEMH:WMH1,NWB_24E03,21,22,55,,F,,SCAN MASTER,,KSTRA9,22.06,U,7/17/2020 5:32:15 PM,US-BR-CO-R2-G-1798,2,4.916,42.146561,-102.928665,10.720,60.442
P00000000879556058866582,YT,2019:10,NEMH:WMH1,NWB_24E03,26,24,56,,F,,SCAN MASTER,,KSTRA9,16.86,D,7/17/2020 5:50:46 PM,US-BR-CO-R2-G-1798,1,5.412,42.146302,-102.928457,9.420,59.820
P00000000879556058866583,YT,2019:10,NEMH:WMH1,NWB_24E03,24,22,57,,F,,SCAN MASTER,,KSTRA9,20.98,U,7/17/2020 5:33:48 PM,US-BR-CO-R2-G-1798,2,4.431,42.146421,-102.928554,9.780,58.888
P00000000879556058866584,YT,2019:10,NEMH:WMH1,NWB_24E03,22,26,58,,F,,SCAN MASTER,,KSTRA9,20.14,D,7/17/2020 5:08:29 PM,US-BR-CO-R2-G-1798,1,5.346,42.146483,-102.928665,7.240,55.237
P00000000879556058866585,YT,2019:10,NEMH:WMH1,NWB_24E03,19,20,59,,F,,SCAN MASTER,,KSTRA9,22.22,U,7/17/2020 4:31:52 PM,US-BR-CO-R2-G-1798,2,4.927,42.146665,-102.928703,10.860,59.976
P00000000879556058866586,YT,2019:10,NEMH:WMH1,NWB_24E03,26,28,60,,F,,SCAN MASTER,,KSTRA9,20.95,D,7/17/2020 4:11:49 PM,US-BR-CO-R2-G-1798,1,5.115,42.146278,-102.928554,8.310,57.412
P00000000879556058866587,YT,2019:10,NEMH:WMH1,NWB_24E03,26,25,61,,F,,SCAN MASTER,,KSTRA9,22.06,D,7/17/2020 5:06:34 PM,US-BR-CO-R2-G-1798,2,5.655,42.146305,-102.928504,9.800,58.810
P00000000879556058866588,YT,2019:10,NEMH:WMH1,NWB_24E03,20,20,62,,F,,SCAN MASTER,,KSTRA9,17.00,U,7/17/2020 4:32:21 PM,US-BR-CO-R2-G-1798,2,4.530,42.146625,-102.928667,10.180,57.723
P00000000879556058866589,YT,2019:10,NEMH:WMH1,NWB_24E03,24,18,63,,F,,SCAN MASTER,,KSTRA9,19.33,U,7/17/2020 3:50:52 PM,US-BR-CO-R2-G-1798,2,5.027,42.146438,-102.928488,11.090,61.141
P00000000879556058866590,YT,2019:10,NEMH:WMH1,NWB_24E03,20,17,64,,F,,SCAN MASTER,,KSTRA9,20.92,U,7/17/2020 3:48:55 PM,US-BR-CO-R2-G-1798,1,4.971,42.146624,-102.928634,8.060,56.480
P00000000879556058866591,YT,2019:10,NEMH:WMH1,NWB_24E03,21,20,65,,F,,SCAN MASTER,,KSTRA9,20.74,U,7/17/2020 4:32:50 PM,US-BR-CO-R2-G-1798,2,4.365,42.146575,-102.928634,11.380,60.753
P00000000879556058866592,YT,2019:10,NEMH:WMH1,NWB_24E03,26,22,66,,F,,SCAN MASTER,,KSTRA9,19.28,U,7/17/2020 5:37:07 PM,US-BR-CO-R2-G-1798,2,5.467,42.146321,-102.928489,11.040,60.753
P00000000879556058866593,YT,2019:10,NEMH:WMH1,NWB_24E03,19,17,67,,F,,SCAN MASTER,,KSTRA9,20.05,U,7/17/2020 3:48:27 PM,US-BR-CO-R2-G-1798,1,4.156,42.146671,-102.928679,8.580,55.858
P00000000879556058866594,YT,2019:10,NEMH:WMH1,NWB_24E03,25,27,68,,F,,SCAN MASTER,,KSTRA9,18.55,D,7/17/2020 4:12:22 PM,US-BR-CO-R2-G-1798,2,5.501,42.146323,-102.928598,11.050,61.063
P00000000879556058866595,YT,2019:10,NEMH:WMH1,NWB_24E03,26,21,69,,F,,SCAN MASTER,,KSTRA9,19.28,U,7/17/2020 5:37:07 PM,US-BR-CO-R2-G-1798,1,5.291,42.146321,-102.928489,8.220,57.101
P00000000879556058866596,YT,2019:10,NEMH:WMH1,NWB_24E03,23,27,70,,F,,SCAN MASTER,,KSTRA9,21.72,D,7/17/2020 4:13:20 PM,US-BR-CO-R2-G-1798,2,5.490,42.146422,-102.928663,10.560,59.820
P00000000879556058866597,YT,2019:10,NEMH:WMH1,NWB_24E03,22,17,71,,F,,SCAN MASTER,,KSTRA9,17.50,U,7/17/2020 3:49:55 PM,US-BR-CO-R2-G-1798,1,4.751,42.146533,-102.928560,9.000,57.412
P00000000879556058866598,YT,2019:10,NEMH:WMH1,NWB_24E03,20,22,72,,F,,SCAN MASTER,,KSTRA9,20.30,U,7/17/2020 5:31:47 PM,US-BR-CO-R2-G-1798,2,5.357,42.146612,-102.928707,10.360,60.131
P00000000879556058866599,YT,2019:10,NEMH:WMH1,NWB_24E03,24,17,73,,F,,SCAN MASTER,,KSTRA9,19.33,U,7/17/2020 3:50:52 PM,US-BR-CO-R2-G-1798,1,4.718,42.146438,-102.928488,10.050,58.344
P00000000879556058866600,YT,2019:10,NEMH:WMH1,NWB_24E03,23,19,74,,F,,SCAN MASTER,,KSTRA9,20.67,U,7/17/2020 4:33:44 PM,US-BR-CO-R2-G-1798,1,2.767,42.146481,-102.928561,0.000,0.000
P00000000879556058866601,YT,2019:10,NEMH:WMH1,NWB_24E03,22,21,75,,F,,SCAN MASTER,,KSTRA9,18.77,U,7/17/2020 5:32:44 PM,US-BR-CO-R2-G-1798,1,4.321,42.146515,-102.928632,9.820,58.422
P00000000879556058866602,YT,2019:10,NEMH:WMH1,NWB_24E03,22,27,76,,F,,SCAN MASTER,,KSTRA9,18.74,D,7/17/2020 4:13:47 PM,US-BR-CO-R2-G-1798,2,5.027,42.146463,-102.928705,11.620,58.267
P00000000879556058866603,YT,2019:10,NEMH:WMH1,NWB_24E03,20,26,77,,F,,SCAN MASTER,,KSTRA9,22.46,D,7/17/2020 5:09:26 PM,US-BR-CO-R2-G-1798,1,4.354,42.146587,-102.928737,9.300,58.267
P00000000879556058866604,YT,2019:10,NEMH:WMH1,NWB_24E03,21,19,78,,F,,SCAN MASTER,,KSTRA9,20.74,U,7/17/2020 4:32:50 PM,US-BR-CO-R2-G-1798,1,4.619,42.146575,-102.928634,9.220,57.412
P00000000879556058866605,YT,2019:10,NEMH:WMH1,NWB_24E03,21,26,79,,F,,SCAN MASTER,,KSTRA9,20.24,D,7/17/2020 5:08:58 PM,US-BR-CO-R2-G-1798,1,4.806,42.146534,-102.928695,8.540,56.713
P00000000879556058866606,YT,2019:10,NEMH:WMH1,NWB_24E03,24,20,80,,F,,SCAN MASTER,,KSTRA9,20.74,U,7/17/2020 4:34:13 PM,US-BR-CO-R2-G-1798,2,4.277,42.146432,-102.928521,10.890,59.898
P00000000879556058866607,YT,2019:10,NEMH:WMH1,NWB_24E03,19,27,81,,F,,SCAN MASTER,,KSTRA9,20.82,D,7/17/2020 4:15:16 PM,US-BR-CO-R2-G-1798,2,3.913,42.146600,-102.928821,9.140,55.936
P00000000879556058866608,YT,2019:10,NEMH:WMH1,NWB_24E03,23,22,82,,F,,SCAN MASTER,,KSTRA9,19.22,U,7/17/2020 5:33:12 PM,US-BR-CO-R2-G-1798,2,2.811,42.146469,-102.928589,0.000,0.000
P00000000879556058866609,YT,2019:10,NEMH:WMH1,NWB_24E03,25,24,83,,F,,SCAN MASTER,,KSTRA9,19.73,D,7/17/2020 5:51:16 PM,US-BR-CO-R2-G-1798,1,4.398,42.146344,-102.928500,7.780,55.314
P00000000879556058866610,YT,2019:10,NEMH:WMH1,NWB_24E03,21,27,84,,F,,SCAN MASTER,,KSTRA9,20.66,D,7/17/2020 4:14:15 PM,US-BR-CO-R2-G-1798,2,4.189,42.146513,-102.928740,8.770,56.014
P00000000879556058866611,YT,2019:10,NEMH:WMH1,NWB_24E03,25,18,85,,F,,SCAN MASTER,,KSTRA9,19.31,U,7/17/2020 3:51:21 PM,US-BR-CO-R2-G-1798,2,4.740,42.146390,-102.928459,11.090,59.898
P00000000879556058866612,YT,2019:10,NEMH:WMH1,NWB_24E03,24,23,86,,F,,SCAN MASTER,,KSTRA9,23.30,D,7/17/2020 5:51:42 PM,US-BR-CO-R2-G-1798,2,4.850,42.146405,-102.928527,10.090,59.510
P00000000879556058866613,YT,2019:10,NEMH:WMH1,NWB_24E03,23,21,87,,F,,SCAN MASTER,,KSTRA9,19.22,U,7/17/2020 5:33:12 PM,US-BR-CO-R2-G-1798,1,2.072,42.146469,-102.928589,0.000,0.000
P00000000879556058866614,YT,2019:10,NEMH:WMH1,NWB_24E03,21,21,88,,F,,SCAN MASTER,,KSTRA9,22.06,U,7/17/2020 5:32:15 PM,US-BR-CO-R2-G-1798,1,4.299,42.146561,-102.928665,8.220,57.412
P00000000879556058866615,YT,2019:10,NEMH:WMH1,NWB_24E03,19,19,89,,F,,SCAN MASTER,,KSTRA9,22.22,U,7/17/2020 4:31:52 PM,US-BR-CO-R2-G-1798,1,4.586,42.146665,-102.928703,8.900,56.946
P00000000879556058866616,YT,2019:10,NEMH:WMH1,NWB_24E03,25,23,90,,F,,SCAN MASTER,,KSTRA9,19.73,D,7/17/2020 5:51:16 PM,US-BR-CO-R2-G-1798,2,4.850,42.146344,-102.928500,10.470,58.344
P00000000879556058866617,YT,2019:10,NEMH:WMH1,NWB_24E03,23,18,91,,F,,SCAN MASTER,,KSTRA9,20.66,U,7/17/2020 3:50:24 PM,US-BR-CO-R2-G-1798,2,4.288,42.146486,-102.928521,10.270,58.733
P00000000879556058866618,YT,2019:10,NEMH:WMH1,NWB_24E03,20,19,92,,F,,SCAN MASTER,,KSTRA9,17.00,U,7/17/2020 4:32:21 PM,US-BR-CO-R2-G-1798,1,3.814,42.146625,-102.928667,8.220,54.926
P00000000879556058866619,YT,2019:10,NEMH:WMH1,NWB_24E03,25,20,93,,F,,SCAN MASTER,,KSTRA9,21.38,U,7/17/2020 4:34:40 PM,US-BR-CO-R2-G-1798,2,4.553,42.146380,-102.928485,9.770,58.422
P00000000879556058866620,YT,2019:10,NEMH:WMH1,NWB_24E03,19,25,94,,F,,SCAN MASTER,,KSTRA9,18.68,D,7/17/2020 5:09:54 PM,US-BR-CO-R2-G-1798,2,4.883,42.146633,-102.928769,9.370,58.422
P00000000879556058866621,YT,2019:10,NEMH:WMH1,NWB_24E03,21,18,95,,F,,SCAN MASTER,,KSTRA9,21.11,U,7/17/2020 3:49:24 PM,US-BR-CO-R2-G-1798,2,4.641,42.146573,-102.928599,11.790,60.287
P00000000879556058866622,YT,2019:10,NEMH:WMH1,NWB_24E03,25,26,96,,F,,SCAN MASTER,,KSTRA9,17.16,D,7/17/2020 5:07:05 PM,US-BR-CO-R2-G-1798,1,4.740,42.146346,-102.928539,7.760,55.625
P00000000879556058960806,YT,2019:10,NEMH:WMH1,NWB_24E06,16,30,3,,F,,SCAN MASTER,,KSTRA9,20.40,U,7/17/2020 6:26:42 PM,US-BR-CO-R2-G-1798,2,4.872,42.146736,-102.928957,9.200,58.655
P00000000879556058960808,YT,2019:10,NEMH:WMH1,NWB_24E06,11,32,4,,F,,SCAN MASTER,,KSTRA9,19.30,U,7/17/2020 7:06:29 PM,US-BR-CO-R2-G-1798,2,4.707,42.146936,-102.929201,8.650,57.956
P00000000879556058960810,YT,2019:10,NEMH:WMH1,NWB_24E06,14,39,5,,F,,SCAN MASTER,,KSTRA9,20.21,D,7/17/2020 6:53:35 PM,US-BR-CO-R2-G-1798,2,5.556,42.146730,-102.929179,11.360,62.229
P00000000879556058960812,YT,2019:10,NEMH:WMH1,NWB_24E06,15,35,6,,F,,SCAN MASTER,,KSTRA9,20.67,D,7/17/2020 8:12:33 PM,US-BR-CO-R2-G-1798,2,5.699,42.146785,-102.929114,10.420,60.520
P00000000879556058960814,YT,2019:10,NEMH:WMH1,NWB_24E06,12,40,7,,F,,SCAN MASTER,,KSTRA9,19.02,D,7/17/2020 6:54:35 PM,US-BR-CO-R2-G-1798,1,6.415,42.146825,-102.929258,11.460,61.996
P00000000879556058960816,YT,2019:10,NEMH:WMH1,NWB_24E06,14,38,8,,F,,SCAN MASTER,,KSTRA9,20.81,D,7/17/2020 7:32:19 PM,US-BR-CO-R2-G-1798,1,4.905,42.146770,-102.929142,8.690,57.179
P00000000879556058960818,YT,2019:10,NEMH:WMH1,NWB_24E06,11,39,9,,F,,SCAN MASTER,,KSTRA9,21.23,D,7/17/2020 6:55:05 PM,US-BR-CO-R2-G-1798,2,5.754,42.146872,-102.929303,9.450,59.665
P00000000879556058960819,YT,2019:10,NEMH:WMH1,NWB_24E06,11,33,1,,F,,SCAN MASTER,,KSTRA9,18.69,U,7/17/2020 7:45:05 PM,US-BR-CO-R2-G-1798,1,4.740,42.146938,-102.929220,9.470,58.577
P00000000879556058960820,YT,2019:10,NEMH:WMH1,NWB_24E06,16,33,10,,F,,SCAN MASTER,,KSTRA9,19.01,U,7/17/2020 7:47:28 PM,US-BR-CO-R2-G-1798,1,4.685,42.146702,-102.929032,7.700,56.557
P00000000879556058960821,YT,2019:10,NEMH:WMH1,NWB_24E06,17,39,2,,F,,SCAN MASTER,,KSTRA9,18.75,D,7/17/2020 6:52:03 PM,US-BR-CO-R2-G-1798,2,5.170,42.146598,-102.929071,10.990,61.219
P00000000879556058960822,YT,2019:10,NEMH:WMH1,NWB_24E06,18,38,11,,F,,SCAN MASTER,,KSTRA9,18.25,D,7/17/2020 7:30:25 PM,US-BR-CO-R2-G-1798,1,4.068,42.146568,-102.929003,9.280,57.412
P00000000879556058960823,YT,2019:10,NEMH:WMH1,NWB_24E06,13,29,12,,F,,SCAN MASTER,,KSTRA9,19.07,U,7/17/2020 6:25:15 PM,US-BR-CO-R2-G-1798,1,4.641,42.146885,-102.929062,8.730,57.801
P00000000879556058960824,YT,2019:10,NEMH:WMH1,NWB_24E06,16,36,23,,F,,SCAN MASTER,,KSTRA9,21.63,D,7/17/2020 8:12:05 PM,US-BR-CO-R2-G-1798,1,4.475,42.146730,-102.929074,6.300,53.761
P00000000879556058960825,YT,2019:10,NEMH:WMH1,NWB_24E06,16,34,13,,F,,SCAN MASTER,,KSTRA9,19.01,U,7/17/2020 7:47:28 PM,US-BR-CO-R2-G-1798,2,4.365,42.146702,-102.929032,8.310,56.014
P00000000879556058960826,YT,2019:10,NEMH:WMH1,NWB_24E06,17,32,24,,F,,SCAN MASTER,,KSTRA9,19.19,U,7/17/2020 7:09:20 PM,US-BR-CO-R2-G-1798,2,4.861,42.146649,-102.928971,9.460,59.044
P00000000879556058960827,YT,2019:10,NEMH:WMH1,NWB_24E06,17,29,14,,F,,SCAN MASTER,,KSTRA9,21.49,U,7/17/2020 6:27:10 PM,US-BR-CO-R2-G-1798,1,4.266,42.146683,-102.928920,8.720,57.567
P00000000879556058960828,YT,2019:10,NEMH:WMH1,NWB_24E06,16,39,15,,F,,SCAN MASTER,,KSTRA9,19.07,D,7/17/2020 6:52:34 PM,US-BR-CO-R2-G-1798,2,5.765,42.146640,-102.929109,10.600,60.053
P00000000879556058960829,YT,2019:10,NEMH:WMH1,NWB_24E06,18,35,25,,F,,SCAN MASTER,,KSTRA9,19.41,D,7/17/2020 8:11:09 PM,US-BR-CO-R2-G-1798,2,4.993,42.146633,-102.929003,9.000,58.655
P00000000879556058960830,YT,2019:10,NEMH:WMH1,NWB_24E06,12,31,16,,F,,SCAN MASTER,,KSTRA9,21.72,U,7/17/2020 7:06:58 PM,US-BR-CO-R2-G-1798,1,5.258,42.146885,-102.929159,8.850,57.878
P00000000879556058960831,YT,2019:10,NEMH:WMH1,NWB_24E06,13,34,26,,F,,SCAN MASTER,,KSTRA9,18.56,U,7/17/2020 7:46:02 PM,US-BR-CO-R2-G-1798,2,5.192,42.146851,-102.929149,9.970,58.888
P00000000879556058960832,YT,2019:10,NEMH:WMH1,NWB_24E06,17,33,17,,F,,SCAN MASTER,,KSTRA9,18.40,U,7/17/2020 7:47:56 PM,US-BR-CO-R2-G-1798,1,4.817,42.146660,-102.928997,7.900,56.946
P00000000879556058960833,YT,2019:10,NEMH:WMH1,NWB_24E06,12,34,27,,F,,SCAN MASTER,,KSTRA9,18.73,U,7/17/2020 7:45:33 PM,US-BR-CO-R2-G-1798,2,5.897,42.146894,-102.929183,10.190,60.597
P00000000879556058960834,YT,2019:10,NEMH:WMH1,NWB_24E06,16,37,18,,F,,SCAN MASTER,,KSTRA9,20.30,D,7/17/2020 7:31:22 PM,US-BR-CO-R2-G-1798,2,4.872,42.146667,-102.929072,8.040,56.868
P00000000879556058960835,YT,2019:10,NEMH:WMH1,NWB_24E06,18,36,28,,F,,SCAN MASTER,,KSTRA9,19.41,D,7/17/2020 8:11:09 PM,US-BR-CO-R2-G-1798,1,4.332,42.146633,-102.929003,7.420,54.538
P00000000879556058960836,YT,2019:10,NEMH:WMH1,NWB_24E06,14,31,19,,F,,SCAN MASTER,,KSTRA9,20.95,U,7/17/2020 7:07:54 PM,US-BR-CO-R2-G-1798,1,5.258,42.146784,-102.929087,9.290,56.946
P00000000879556058960837,YT,2019:10,NEMH:WMH1,NWB_24E06,12,38,29,,F,,SCAN MASTER,,KSTRA9,20.62,D,7/17/2020 7:33:18 PM,US-BR-CO-R2-G-1798,1,5.666,42.146871,-102.929214,9.420,57.334
P00000000879556058960838,YT,2019:10,NEMH:WMH1,NWB_24E06,15,34,20,,F,,SCAN MASTER,,KSTRA9,20.87,U,7/17/2020 7:47:01 PM,US-BR-CO-R2-G-1798,2,4.773,42.146747,-102.929069,9.330,57.956
P00000000879556058960839,YT,2019:10,NEMH:WMH1,NWB_24E06,18,37,30,,F,,SCAN MASTER,,KSTRA9,18.25,D,7/17/2020 7:30:25 PM,US-BR-CO-R2-G-1798,2,4.652,42.146568,-102.929003,8.080,57.024
P00000000879556058960840,YT,2019:10,NEMH:WMH1,NWB_24E06,16,35,21,,F,,SCAN MASTER,,KSTRA9,21.63,D,7/17/2020 8:12:05 PM,US-BR-CO-R2-G-1798,2,5.291,42.146730,-102.929074,9.130,58.344
P00000000879556058960841,YT,2019:10,NEMH:WMH1,NWB_24E06,16,31,31,,F,,SCAN MASTER,,KSTRA9,20.93,U,7/17/2020 7:08:50 PM,US-BR-CO-R2-G-1798,1,4.894,42.146693,-102.929011,7.970,57.490
P00000000879556058960842,YT,2019:10,NEMH:WMH1,NWB_24E06,13,37,22,,F,,SCAN MASTER,,KSTRA9,21.37,D,7/17/2020 7:32:48 PM,US-BR-CO-R2-G-1798,2,5.754,42.146820,-102.929183,9.910,58.888
P00000000879556058960843,YT,2019:10,NEMH:WMH1,NWB_24E06,12,36,32,,F,,SCAN MASTER,,KSTRA9,19.66,D,7/17/2020 8:14:04 PM,US-BR-CO-R2-G-1798,1,4.641,42.146921,-102.929227,6.490,53.916
P00000000879556058960844,YT,2019:10,NEMH:WMH1,NWB_24E06,15,37,33,,F,,SCAN MASTER,,KSTRA9,20.97,D,7/17/2020 7:31:51 PM,US-BR-CO-R2-G-1798,2,4.949,42.146717,-102.929109,9.040,57.024
